iter	Passed	Remaining
1664	27821	5597
1665	27837	5580
1666	27854	5564
1667	27871	5547
1668	27887	5530
1669	27903	5513
1670	27919	5497
1671	27936	5480
1672	27952	5463
1673	27968	5446
1674	27985	5429
1675	28001	5413
1676	28018	5396
1677	28037	5380
1678	28055	5363
1679	28074	5347
1680	28091	5330
1681	28108	5314
1682	28126	5297
1683	28144	5281
1684	28163	5265
1685	28183	5248
1686	28201	5232
1687	28220	5216
1688	28238	5199
1689	28257	5183
1690	28273	5166
1691	28290	5149
1692	28308	5133
1693	28326	5116
1694	28343	5100
1695	28359	5083
1696	28376	5066
1697	28392	5049
1698	28407	5032
1699	28424	5016
1700	28439	4999
1701	28455	4982
1702	28472	4965
1703	28487	4948
1704	28504	4931
1705	28520	4914
1706	28536	4898
1707	28553	4881
1708	28572	4865
1709	28591	4848
1710	28609	4832
1711	28629	4816
1712	28646	4799
1713	28663	4782
1714	28681	4766
1715	28697	4749
1716	28714	4732
1717	28731	4716
1718	28748	4699
1719	28765	4682
1720	28784	4666
1721	28801	4649
1722	28821	4633
1723	28841	4617
1724	28858	4600
1725	28875	4583
1726	28893	4567
1727	28913	4551
1728	28929	4534
1729	28947	4517
1730	28968	4501
1731	28983	4484
1732	29001	4468
1733	29019	4451
1734	29037	4435
1735	29052	4418
1736	29067	4401
1737	29082	4384
1738	29098	4367
1739	29113	4350
1740	29128	4333
1741	29142	4316
1742	29157	4299
1743	29173	4282
1744	29188	4265
1745	29204	4248
1746	29224	4232
1747	29240	4215
1748	29255	4198
1749	29271	4181
1750	29287	4164
1751	29301	4147
1752	29316	4130
1753	29333	4113
1754	29347	4096
1755	29362	4079
1756	29377	4062
1757	29392	4046
1758	29408	4029
1759	29422	4012
1760	29438	3995
1761	29452	3978
1762	29467	3961
1763	29482	3944
1764	29498	3927
1765	29512	3910
1766	29527	3893
1767	29541	3876
1768	29556	3859
1769	29571	3842
1770	29586	3825
1771	29602	3808
1772	29617	3791
1773	29635	3775
1774	29651	3758
1775	29667	3741
1776	29685	3725
1777	29701	3708
1778	29719	3691
1779	29735	3675
1780	29752	3658
1781	29769	3641
1782	29786	3625
1783	29803	3608
1784	29819	3591
1785	29835	3574
1786	29851	3558
1787	29867	3541
1788	29883	3524
1789	29900	3507
1790	29918	3491
1791	29936	3474
1792	29954	3458
1793	29970	3441
1794	29986	3424
1795	30003	3407
1796	30020	3391
1797	30036	3374
1798	30068	3359
1799	30084	3342
1800	30099	3325
1801	30114	3308
1802	30129	3291
1803	30144	3275
1804	30159	3258
1805	30174	3241
1806	30189	3224
1807	30205	3207
1808	30221	3190
1809	30236	3174
1810	30250	3157
1811	30265	3140
1812	30280	3123
1813	30297	3106
1814	30315	3089
1815	30333	3073
1816	30351	3056
1817	30368	3040
1818	30384	3023
1819	30401	3006
1820	30418	2990
1821	30434	2973
1822	30451	2956
1823	30469	2940
1824	30485	2923
1825	30503	2906
1826	30520	2890
1827	30537	2873
1828	30553	2856
1829	30571	2840
1830	30589	2823
1831	30606	2806
1832	30621	2789
1833	30639	2773
1834	30655	2756
1835	30672	2739
1836	30689	2723
1837	30706	2706
1838	30723	2689
1839	30739	2673
1840	30757	2656
1841	30774	2639
1842	30793	2623
1843	30810	2606
1844	30828	2589
1845	30845	2573
1846	30862	2556
1847	30879	2539
1848	30897	2523
1849	30915	2506
1850	30936	2490
1851	30955	2473
1852	30973	2457
1853	30990	2440
1854	31008	2423
1855	31025	2407
1856	31043	2390
1857	31062	2374
1858	31081	2357
1859	31099	2340
1860	31118	2324
1861	31135	2307
1862	31153	2290
1863	31171	2274
1864	31190	2257
1865	31209	2241
1866	31228	2224
1867	31245	2207
1868	31264	2191
1869	31280	2174
1870	31298	2157
1871	31315	2141
1872	31335	2124
1873	31354	2108
1874	31373	2091
1875	31391	2074
1876	31409	2058
1877	31426	2041
1878	31445	2024
1879	31461	2008
1880	31477	1991
1881	31504	1975
1882	31522	1958
1883	31541	1942
1884	31567	1925
1885	31587	1909
1886	31604	1892
1887	31622	1875
1888	31640	1859
1889	31660	1842
1890	31679	1826
1891	31699	1809
1892	31720	1792
1893	31737	1776
1894	31757	1759
1895	31775	1742
1896	31799	1726
1897	31825	1710
1898	31848	1693
1899	31878	1677
1900	31897	1661
1901	31916	1644
1902	31935	1627
1903	31952	1611
1904	31974	1594
1905	31994	1577
1906	32021	1561
1907	32040	1544
1908	32061	1528
1909	32087	1511
1910	32111	1495
1911	32133	1478
1912	32153	1462
1913	32169	1445
1914	32188	1428
1915	32203	1411
1916	32222	1395
1917	32241	1378
1918	32260	1361
1919	32278	1344
1920	32299	1328
1921	32318	1311
1922	32336	1294
1923	32354	1278
1924	32374	1261
1925	32392	1244
1926	32410	1227
1927	32429	1211
1928	32452	1194
1929	32472	1177
1930	32489	1160
1931	32506	1144
1932	32523	1127
1933	32542	1110
1934	32561	1093
1935	32584	1077
1936	32609	1060
1937	32630	1043
1938	32650	1027
1939	32670	1010
1940	32687	993
1941	32705	976
1942	32720	959
1943	32737	943
1944	32753	926
1945	32769	909
1946	32786	892
1947	32802	875
1948	32818	858
1949	32834	841
1950	32850	825
1951	32865	808
1952	32882	791
1953	32898	774
1954	32913	757
1955	32929	740
1956	32946	723
1957	32961	707
1958	32976	690
1959	32993	673
1960	33009	656
1961	33025	639
1962	33041	622
1963	33057	605
1964	33073	589
1965	33090	572
1966	33107	555
1967	33126	538
1968	33144	521
1969	33161	505
1970	33180	488
1971	33201	471
1972	33219	454
1973	33236	437
1974	33253	420
1975	33270	404
1976	33286	387
1977	33304	370
1978	33323	353
1979	33340	336
1980	33359	319
1981	33376	303
1982	33393	286
1983	33409	269
1984	33429	252
1985	33446	235
1986	33463	218
1987	33480	202
1988	33498	185
1989	33514	168
1990	33529	151
1991	33546	134
1992	33563	117
1993	33581	101
1994	33600	84
1995	33619	67
1996	33636	50
1997	33653	33
1998	33669	16
1999	33687	0
