iter	MultiClass
169	1.192300275
170	1.191849645
171	1.190912761
172	1.190548639
173	1.189789733
174	1.189299981
175	1.18846863
176	1.187697832
177	1.187120947
178	1.186347564
179	1.185752976
180	1.184740833
181	1.184283447
182	1.183716315
183	1.182923853
184	1.182282921
185	1.181510856
186	1.180967072
187	1.180353029
188	1.179295445
189	1.178908174
190	1.178083872
191	1.177359039
192	1.176573007
193	1.175981701
194	1.175237399
195	1.174554112
196	1.173590743
197	1.173123045
198	1.172880731
199	1.172396175
200	1.171526931
201	1.171194922
202	1.170450121
203	1.169647956
204	1.168945384
205	1.168379274
206	1.167805
207	1.16716813
208	1.166475917
209	1.166178787
210	1.165206765
211	1.164771346
212	1.164121537
213	1.163455657
214	1.162440149
215	1.161933898
216	1.16148906
217	1.160818114
218	1.159948734
219	1.159489967
220	1.15882799
221	1.158320287
222	1.157628893
223	1.157059554
224	1.156426275
225	1.155995076
226	1.155227826
227	1.154428718
228	1.153991155
229	1.153190803
230	1.152674467
231	1.151894094
232	1.15133633
233	1.150797814
234	1.150252876
235	1.149498968
236	1.148828427
237	1.148320036
238	1.147860492
239	1.146916811
240	1.146424871
241	1.145751217
242	1.145170922
243	1.144715217
244	1.143932245
245	1.143329499
246	1.142970552
247	1.142186261
248	1.141208485
249	1.140817286
250	1.139993881
251	1.139547279
252	1.138965826
253	1.138430643
254	1.137808975
255	1.137557837
256	1.137163042
257	1.136428567
258	1.135537442
259	1.134634482
260	1.134219917
261	1.133344476
262	1.13282569
263	1.132363744
264	1.131400944
265	1.130994104
266	1.130453555
267	1.129696443
268	1.12938127
269	1.128814176
270	1.128071234
271	1.127236966
272	1.126519228
273	1.125856275
274	1.125282504
275	1.124687252
276	1.123838318
277	1.123293672
278	1.122469744
279	1.121684552
280	1.121294235
281	1.120634228
282	1.11998667
283	1.119217417
284	1.118822984
285	1.118119728
286	1.117727788
287	1.117071453
288	1.116556545
289	1.115743184
290	1.115102462
291	1.114825153
292	1.114385489
293	1.113668574
294	1.112920783
295	1.112501558
296	1.111642266
297	1.110919303
298	1.110277743
299	1.109579724
300	1.109112461
301	1.108743731
302	1.108237165
303	1.107424703
304	1.106761851
305	1.106202284
306	1.105633521
307	1.105120202
308	1.1045842
309	1.104003851
310	1.103565268
311	1.103038961
312	1.102724208
313	1.102020674
314	1.101476365
315	1.100944238
316	1.100293064
317	1.099588212
318	1.099148631
319	1.098758559
320	1.098206981
321	1.097762095
322	1.097185886
323	1.096761239
324	1.096145961
325	1.095757646
326	1.095165104
327	1.094591651
328	1.094043342
329	1.093403331
330	1.092663196
331	1.091950025
332	1.091365637
333	1.090792188
334	1.090113564
335	1.089598336
336	1.089170159
337	1.088671265
338	1.088053424
339	1.087780869
340	1.087206257
341	1.086770049
342	1.086214755
343	1.086007009
344	1.08555551
345	1.085115126
346	1.084726231
347	1.08435721
348	1.083760644
349	1.083113914
350	1.082485583
351	1.08212104
352	1.08180712
353	1.081596275
354	1.08115247
355	1.080576061
356	1.080142023
357	1.079706299
358	1.079258201
359	1.078644881
360	1.078267142
361	1.077697101
362	1.076875725
363	1.076409488
364	1.075885784
365	1.075252834
366	1.074779791
367	1.074299947
368	1.073573939
369	1.073012773
370	1.072355987
371	1.071587191
372	1.071181496
373	1.070611578
374	1.07009461
375	1.069575107
376	1.069096941
377	1.068851992
378	1.068496308
379	1.068072558
380	1.067600971
381	1.066989254
382	1.066577772
383	1.066284221
384	1.065969631
385	1.065438501
386	1.065069501
387	1.064599289
388	1.064092207
389	1.063399029
390	1.062991804
391	1.062550054
392	1.062230833
393	1.061534474
394	1.060894253
395	1.060486911
396	1.059758229
397	1.059133633
398	1.058953604
399	1.058149246
400	1.057617091
401	1.057033813
402	1.056655666
403	1.056043001
404	1.055743388
405	1.055213522
406	1.054522667
407	1.053913002
408	1.053341592
409	1.05281758
410	1.052278116
411	1.051579095
412	1.051048
413	1.050620484
414	1.050352422
415	1.049858832
416	1.049300737
417	1.04877677
418	1.048449334
419	1.047964728
420	1.047552622
421	1.047022138
422	1.046627552
423	1.046182393
424	1.045754981
425	1.045382104
426	1.045071711
427	1.044599604
428	1.044078357
429	1.043613217
430	1.043105535
431	1.042633369
432	1.042106866
433	1.041440869
434	1.04112441
435	1.040643704
436	1.040266099
437	1.039683767
438	1.0391877
439	1.038737932
440	1.038184193
441	1.037702861
442	1.037141866
443	1.036616121
444	1.036083754
445	1.035429524
446	1.035119177
447	1.034659636
448	1.03422992
449	1.033625041
450	1.033141463
451	1.032702223
452	1.032228094
453	1.031719966
454	1.03122497
455	1.030649879
456	1.030173468
457	1.029714243
458	1.029380449
459	1.028840796
460	1.028345883
461	1.027941242
462	1.027250893
463	1.026907661
464	1.02660971
465	1.026120017
466	1.025632608
467	1.024999343
468	1.024416615
469	1.023797094
470	1.023279843
471	1.023040984
472	1.022799872
473	1.022390996
474	1.021872029
475	1.021607387
476	1.021176899
477	1.020782717
478	1.020619734
479	1.020312024
480	1.019555394
481	1.019068112
482	1.018666575
483	1.018168904
484	1.01754486
485	1.017071988
486	1.016623616
487	1.016118909
488	1.015364177
489	1.014836468
490	1.014191671
491	1.013773711
492	1.013429893
493	1.012817767
494	1.012364352
495	1.012031402
496	1.011638822
497	1.011030757
498	1.010532145
499	1.009984031
500	1.009563955
501	1.008959682
502	1.008577866
503	1.008036371
504	1.007769262
505	1.007284767
506	1.006866206
507	1.006429491
508	1.006049362
509	1.005652646
510	1.005160501
511	1.004662108
512	1.004492866
513	1.004030521
514	1.003533288
515	1.00305446
516	1.002724972
517	1.002228499
518	1.001802629
519	1.001508725
520	1.001116528
521	1.000604483
522	1.000123754
523	0.9996365745
524	0.9991392083
525	0.9984574145
526	0.9980432934
527	0.9977134231
528	0.9975079823
529	0.9969851568
530	0.996520945
531	0.9962184134
532	0.9954361413
533	0.9948689509
534	0.9944238107
535	0.9940217397
536	0.9936886081
537	0.9933300437
538	0.9930667558
539	0.992471018
540	0.9920056576
541	0.9914878395
542	0.9910857418
543	0.9905693904
544	0.9901285402
545	0.9895542139
546	0.9889895617
547	0.9886166476
548	0.9882785351
549	0.9877446171
550	0.987219934
551	0.986728296
552	0.9862872654
553	0.9857755262
554	0.9854227529
555	0.9849908355
556	0.9846062287
557	0.9842399563
558	0.9837458903
559	0.9833157282
560	0.9829575277
561	0.9827592434
562	0.9824334789
563	0.9819347064
564	0.9815519533
565	0.9812391616
566	0.9807596847
567	0.9802848705
568	0.9799462605
569	0.9794063891
570	0.9791673421
571	0.9787920337
572	0.9782696544
573	0.977684145
574	0.9772186144
575	0.9768176082
576	0.9762867875
577	0.9760300831
578	0.9755442715
579	0.9751199962
580	0.974644011
581	0.9741766434
582	0.9737025496
583	0.9730832435
584	0.972581254
585	0.9721559177
586	0.9717721614
587	0.9714017527
588	0.9710193619
589	0.9705135681
590	0.9700545334
591	0.9693833089
592	0.9689132029
593	0.9685335622
594	0.9682661719
595	0.967739677
596	0.967368767
597	0.9669507374
598	0.9665734571
599	0.9662239097
600	0.9657438938
601	0.9654633236
602	0.964786171
603	0.9644652339
604	0.9640094202
605	0.9635082437
606	0.9630255498
607	0.9628086771
608	0.962339852
609	0.9618810745
610	0.9614867942
611	0.9611360638
612	0.9606087017
613	0.9600688619
614	0.9597807632
615	0.9593468825
616	0.9591085266
617	0.9586995349
618	0.9581710571
619	0.9578801535
620	0.9573416049
621	0.9568218148
622	0.9563327461
623	0.9556932536
624	0.9552487429
625	0.9550209726
626	0.9546163903
627	0.9543055092
628	0.953955873
629	0.9536250326
630	0.9533613394
631	0.9527977485
632	0.9523115185
633	0.9518670669
634	0.951664761
635	0.9511647795
636	0.9507039917
637	0.9503436947
638	0.9499071226
639	0.9495062641
640	0.9491101898
641	0.9486423077
642	0.9481768477
643	0.9478291521
644	0.9475067216
645	0.947033955
646	0.9467520235
647	0.9463252397
648	0.9459479194
649	0.9456133916
650	0.9451991236
651	0.9447374999
652	0.9443980937
653	0.9440924752
654	0.9436353496
655	0.9430425283
656	0.9426345338
657	0.9423129524
658	0.9418867502
659	0.9414507353
660	0.9411024568
661	0.9407840315
662	0.9406378812
663	0.9404010073
664	0.9399310256
665	0.9396351945
666	0.9393074553
667	0.9389512283
668	0.9386156599
669	0.9381204603
670	0.9378819803
671	0.937533564
672	0.9371020325
673	0.9365991744
674	0.9361913261
675	0.9357670131
676	0.9355649234
677	0.9352305312
678	0.9349701489
679	0.9346371445
680	0.9344077925
681	0.9338967382
682	0.9335898088
683	0.9332140401
684	0.9327348859
685	0.9322838268
686	0.9318733143
687	0.9315033007
688	0.931047254
689	0.9307122136
690	0.9304784863
691	0.9300781136
692	0.9296912958
693	0.9292726589
694	0.9290527683
695	0.9287947717
696	0.9284769032
697	0.9278736246
698	0.9275080869
699	0.9271508623
700	0.9267563288
701	0.9263679458
702	0.9258006347
703	0.9255064369
704	0.9251450254
705	0.9248571103
706	0.9244380566
707	0.9241536958
708	0.9237569039
709	0.9232639113
710	0.9228419281
711	0.922335828
712	0.9219600186
713	0.9215252857
714	0.9209613979
715	0.9205912615
716	0.9202376981
717	0.9198255438
718	0.9195899909
719	0.9190328414
720	0.9187697092
721	0.9183024267
722	0.9179221442
723	0.9175199385
724	0.9169959832
725	0.9166897673
726	0.9163324892
727	0.9158596465
728	0.9155014128
729	0.915062644
730	0.9146911617
731	0.9141889614
732	0.9136836485
733	0.9133175943
734	0.9127961597
735	0.9124042708
736	0.9119669817
737	0.9115579004
738	0.9110264058
739	0.9106657906
740	0.9101962596
741	0.9098752597
742	0.9094773516
743	0.9090311904
744	0.9085257799
745	0.9081400612
746	0.907782071
747	0.9074423897
748	0.9071167858
749	0.9067412984
750	0.9063639991
751	0.9060510405
752	0.9057348552
753	0.905334046
754	0.9048064581
755	0.9044783215
756	0.904253039
757	0.9039177865
758	0.9036418231
759	0.9030421878
760	0.9026795267
761	0.9022255899
762	0.9018940576
763	0.9015150704
764	0.901231022
765	0.9006915968
766	0.9002797829
767	0.8999248772
768	0.899660515
769	0.899333189
770	0.8989590405
771	0.8986042746
772	0.8982417904
773	0.8978516016
774	0.8974073665
775	0.8970477097
776	0.8966763865
777	0.8961356655
778	0.8957209432
779	0.8954031051
780	0.8949972357
781	0.8945986389
782	0.8944212882
783	0.8939795219
784	0.8936271615
785	0.8932051042
786	0.8927187973
787	0.8923188696
788	0.891959837
789	0.8914497488
790	0.8912012968
791	0.8908801509
792	0.8906638727
793	0.8902808905
794	0.8900737293
795	0.8896229167
796	0.8893333263
797	0.8890332524
798	0.888610013
799	0.8882254876
800	0.8878969291
801	0.8877351632
802	0.8874804823
803	0.8870649493
804	0.8866644028
805	0.8862863783
806	0.8858772373
807	0.8854471226
808	0.8850040688
809	0.8846901154
810	0.8842232577
811	0.8837992579
812	0.8835133068
813	0.8831356695
814	0.8828000165
815	0.8823314824
816	0.8820114145
817	0.8815754648
818	0.8812842793
819	0.8809460841
820	0.880711595
821	0.8802514851
822	0.8799613832
823	0.8797312821
824	0.8793187963
825	0.8789280297
826	0.8785472055
827	0.8782423719
828	0.877711718
829	0.8773214231
830	0.8771133923
831	0.8767459431
832	0.8764504983
833	0.8761489823
834	0.8759219962
835	0.8755855177
836	0.8753692784
837	0.8749050226
838	0.8745733131
839	0.8741592123
840	0.8737384047
841	0.8733911737
842	0.8729767363
843	0.8727327251
844	0.8724115855
845	0.8720317883
846	0.8716007268
847	0.8713752949
848	0.8709942066
849	0.870714776
850	0.8703930478
851	0.8700773516
852	0.8697835771
853	0.8694099223
854	0.8690327208
855	0.8686525238
856	0.8683615689
857	0.8680697824
858	0.867779196
859	0.8674534703
860	0.866995533
861	0.8665550896
862	0.8661891755
863	0.8658913651
864	0.8655743328
865	0.8651234667
866	0.8648286469
867	0.8646369929
868	0.8642807591
869	0.8638636135
870	0.8635795977
871	0.8632359537
872	0.8630053107
873	0.8625817283
874	0.8622293338
875	0.8617726752
876	0.8615732927
877	0.8612022924
878	0.8608585345
879	0.8605844095
880	0.8602522279
881	0.8598997065
882	0.8594916765
883	0.8590507526
884	0.8586997386
885	0.8584457198
886	0.8580558309
887	0.8578155341
888	0.857566644
889	0.857166691
890	0.8569641441
891	0.856651898
892	0.8562278593
893	0.8557989458
894	0.8554622422
895	0.8552041987
896	0.8549040175
897	0.8544004854
898	0.8541264908
899	0.8538472776
900	0.8533988335
901	0.8530898948
902	0.8527024733
903	0.8523926366
904	0.8521021493
905	0.851859425
906	0.8514838976
907	0.8510704068
908	0.8507346001
909	0.8504783729
910	0.8502328641
911	0.8499202649
912	0.8495920015
913	0.8491453844
914	0.8487807037
915	0.8483279833
916	0.8480947045
917	0.8476913115
918	0.8473474373
919	0.8469404546
920	0.8466728707
921	0.8464794246
922	0.8460890257
923	0.8457285494
924	0.845404145
925	0.8450610128
926	0.8447523126
927	0.8444199325
928	0.8441868453
929	0.8440247739
930	0.843693144
931	0.8435610375
932	0.8432056903
933	0.8428857403
934	0.842561792
935	0.842414426
936	0.841976551
937	0.8417158515
938	0.841304141
939	0.8410855567
940	0.8408565899
941	0.8406911698
942	0.8403555167
943	0.8401488765
944	0.8397695646
945	0.8393211636
946	0.8390207102
947	0.8386381109
948	0.8382415094
949	0.8378603
950	0.837443726
951	0.8370697577
952	0.8367021468
953	0.8364437992
954	0.8361952247
955	0.8358705403
956	0.8354592882
957	0.8349871213
958	0.8346734575
959	0.8343502922
960	0.834081588
961	0.8336544221
962	0.8334101618
963	0.8330556222
964	0.8326051317
965	0.8324308505
966	0.8321743999
967	0.8318341387
968	0.8315072823
969	0.831127079
970	0.8308372502
971	0.8304398504
972	0.8300994193
973	0.8299931678
974	0.8296442118
975	0.8293836836
976	0.8291242297
977	0.8288122105
978	0.8284072816
979	0.8280595797
980	0.8277344001
981	0.8274064951
982	0.8271651766
983	0.8269337246
984	0.8266043115
985	0.8262859901
986	0.8259319293
987	0.8257291187
988	0.8253176743
989	0.825045605
990	0.8247821176
991	0.8243900983
992	0.8240545327
993	0.8237046997
994	0.8234651971
995	0.8232802469
996	0.8229709556
997	0.8224982814
998	0.822203124
999	0.8218977492
1000	0.8216229762
1001	0.8212415733
1002	0.8209716181
1003	0.8207792352
1004	0.820453009
1005	0.8202136323
1006	0.8199027725
1007	0.8196725043
1008	0.8193919821
1009	0.819225871
1010	0.8190311115
1011	0.8185701352
1012	0.8181561059
1013	0.8178240866
1014	0.8175158514
1015	0.8172133756
1016	0.8168486947
1017	0.8165938402
1018	0.816378569
1019	0.8161753821
1020	0.8159011577
1021	0.8155751759
1022	0.8153036859
1023	0.8149420601
1024	0.8145911126
1025	0.8142821661
1026	0.8139463795
1027	0.8137650707
1028	0.8133519179
1029	0.8130069132
1030	0.8127529324
1031	0.8125047503
1032	0.8121751002
1033	0.8118164756
1034	0.8116075075
1035	0.8112636383
1036	0.8109069789
1037	0.8105199932
1038	0.810176449
1039	0.8098078446
1040	0.8095566681
1041	0.8092679522
1042	0.8090766722
1043	0.8088589304
1044	0.8085718772
1045	0.8081347557
1046	0.8078776919
1047	0.8076322404
1048	0.8074382757
1049	0.8072685772
1050	0.806938906
1051	0.8065785951
1052	0.8062795474
1053	0.8059900203
1054	0.8057772733
1055	0.8053989555
1056	0.8051739862
1057	0.8048063936
1058	0.8044258847
1059	0.8041654311
1060	0.8038420272
1061	0.8035161819
1062	0.8031906358
1063	0.802917563
1064	0.8027261174
1065	0.8024337925
1066	0.8021371115
1067	0.8019138496
1068	0.8016768284
1069	0.8012522683
1070	0.8008881714
1071	0.8006251164
1072	0.8003309387
1073	0.8001100088
1074	0.7998217992
1075	0.7995374826
1076	0.7991622384
1077	0.7989449815
1078	0.7986252053
1079	0.7982496677
1080	0.798091255
1081	0.7977719541
1082	0.7974563273
1083	0.7970824403
1084	0.796804084
1085	0.7965277908
1086	0.7963910695
1087	0.7961144572
1088	0.795971011
1089	0.7956723733
1090	0.7953755967
1091	0.7950040935
1092	0.7947174079
1093	0.7944653477
1094	0.7943113418
1095	0.7939691529
1096	0.793604224
1097	0.7934070606
1098	0.7930654824
1099	0.7928564777
1100	0.7926836042
1101	0.7924526079
1102	0.7921468694
1103	0.7918282061
1104	0.7914002543
1105	0.7910009998
1106	0.790656485
1107	0.7903265084
1108	0.7900475034
1109	0.7896671002
1110	0.7894308758
1111	0.7891024653
1112	0.7887904915
1113	0.7884542977
1114	0.7881911952
1115	0.7878921447
1116	0.787495367
1117	0.7872035691
1118	0.7870095001
1119	0.786677524
1120	0.7864267065
1121	0.7860519988
1122	0.785699408
1123	0.7853664467
1124	0.7851926084
1125	0.7849565683
1126	0.7846384075
1127	0.7843199938
1128	0.7840491621
1129	0.7837007971
1130	0.7834742807
1131	0.7832499913
1132	0.7830189822
1133	0.7827758177
1134	0.7826037029
1135	0.782287735
1136	0.7820314701
1137	0.7817369511
1138	0.7814774202
1139	0.781187581
1140	0.7807796347
1141	0.7806028916
1142	0.7803311314
1143	0.7801292958
1144	0.7799055376
1145	0.7796255667
1146	0.7793370319
1147	0.7789964221
1148	0.7786404106
1149	0.778410267
1150	0.7781960549
1151	0.7779503543
1152	0.7776594299
1153	0.7774583807
1154	0.777164741
1155	0.7768676232
1156	0.7765512239
1157	0.7762540571
1158	0.7758936806
1159	0.7756542465
1160	0.775276208
1161	0.7749883879
1162	0.7747010442
1163	0.774420517
1164	0.7741437779
1165	0.7737287372
1166	0.7735047113
1167	0.7732175172
1168	0.7728503568
1169	0.77246965
1170	0.7722954867
1171	0.7720512032
1172	0.7718075848
1173	0.7715322315
1174	0.7713374324
1175	0.77101891
1176	0.7708415325
1177	0.7706688909
1178	0.7704150447
1179	0.770201824
1180	0.7698339358
1181	0.7694619539
1182	0.7690995908
1183	0.7687342226
1184	0.7684132434
1185	0.7681737122
1186	0.7679099721
1187	0.767644971
1188	0.7673841688
1189	0.7671739263
1190	0.7668884482
1191	0.7665395982
1192	0.766294481
1193	0.7661086787
1194	0.7659983437
1195	0.7657266565
1196	0.7654697798
1197	0.7652898391
1198	0.7650290238
1199	0.7647329154
1200	0.764413375
1201	0.7641119893
1202	0.7638546725
1203	0.7635652936
1204	0.7632839379
1205	0.7630347878
1206	0.7626693284
1207	0.7623122364
1208	0.7621322859
1209	0.7617447911
1210	0.7615055336
1211	0.7612301419
1212	0.7609317954
1213	0.7605945215
1214	0.7603540838
1215	0.7601464117
1216	0.7599555448
1217	0.7596184757
1218	0.7592464701
1219	0.759020424
1220	0.7588000571
1221	0.7585197412
1222	0.758322863
1223	0.7579718796
1224	0.7577064879
1225	0.7573645156
1226	0.7571897415
1227	0.7567902671
1228	0.7565830198
1229	0.7562361268
1230	0.7561260238
1231	0.7557677866
1232	0.7554296206
1233	0.7552450559
1234	0.7550111811
1235	0.7548441301
1236	0.7546136784
1237	0.7543524513
1238	0.7540863487
1239	0.7538226402
1240	0.7536994262
1241	0.7534988387
1242	0.7531763528
1243	0.7528506691
1244	0.7526079601
1245	0.752353921
1246	0.7520750693
1247	0.7518874157
1248	0.7515350696
1249	0.7512450072
1250	0.7510052234
1251	0.7508039381
1252	0.7505837263
1253	0.750375537
1254	0.7502007419
1255	0.7498828974
1256	0.7496784002
1257	0.7495589267
1258	0.7492463592
1259	0.7489810471
1260	0.7486052806
1261	0.7482588103
1262	0.7480050633
1263	0.7477433622
1264	0.7475655369
1265	0.7472465871
1266	0.7470090006
1267	0.7467195271
1268	0.7465501888
1269	0.7463230844
1270	0.746118621
1271	0.7458994103
1272	0.7456796555
1273	0.7454235941
1274	0.7451244944
1275	0.7448292514
1276	0.7444715155
1277	0.7441840124
1278	0.7439521528
1279	0.7436562199
1280	0.7433303985
1281	0.7431316298
1282	0.7428416021
1283	0.7426100986
1284	0.7423681515
1285	0.7420973497
1286	0.7418767568
1287	0.7416087107
1288	0.7414369241
1289	0.7411456654
1290	0.7409408148
1291	0.7407325595
1292	0.7404502202
1293	0.7402206579
1294	0.740111231
1295	0.7397869187
1296	0.7395977216
1297	0.7392749182
1298	0.738987052
1299	0.738720659
1300	0.7384249978
1301	0.7381313852
1302	0.7378303114
1303	0.7377435994
1304	0.7374791139
1305	0.7372646136
1306	0.7369100304
1307	0.7366369821
1308	0.7364388913
1309	0.7362341954
1310	0.7359270247
1311	0.7356124177
1312	0.7353238413
1313	0.7350304005
1314	0.7347459519
1315	0.7344287188
1316	0.7341325007
1317	0.7337884334
1318	0.7336454586
1319	0.733362325
1320	0.7330622923
1321	0.7327362661
1322	0.7325780949
1323	0.7322964458
1324	0.7321183716
1325	0.7318527444
1326	0.7315004264
1327	0.7311902551
1328	0.7309878332
1329	0.7308266894
1330	0.7305178135
1331	0.7301780428
1332	0.7299647837
1333	0.7297909054
1334	0.7294806903
1335	0.7291818201
1336	0.7289496942
1337	0.7287901643
1338	0.7284703387
1339	0.7281109398
1340	0.7278320155
1341	0.7275156596
1342	0.7271709262
1343	0.7269625691
1344	0.7266802099
1345	0.726516762
1346	0.7263279968
1347	0.7260762569
1348	0.7258782548
1349	0.7255203719
1350	0.7252881295
1351	0.7250118825
1352	0.7248050669
1353	0.7245328671
1354	0.7242036575
1355	0.7239475867
1356	0.7237009443
1357	0.7234398973
1358	0.7232963042
1359	0.7230504244
1360	0.7228732576
1361	0.7226095314
1362	0.7224295345
1363	0.7221787974
1364	0.7220119386
1365	0.721734248
1366	0.7214264116
1367	0.7210984852
1368	0.7209802357
1369	0.7207735831
1370	0.7204799689
1371	0.7203335656
1372	0.7200568276
1373	0.7199348827
1374	0.7197600464
1375	0.719473238
1376	0.7191973092
1377	0.718976856
1378	0.7187195319
1379	0.7185080267
1380	0.7182390093
1381	0.717875167
1382	0.7175844331
1383	0.7173127444
1384	0.7170938117
1385	0.7168359464
1386	0.7165774898
1387	0.7162629588
1388	0.7159914635
1389	0.7157027072
1390	0.7154302267
1391	0.715167983
1392	0.7149748454
1393	0.7147597374
1394	0.7145739392
1395	0.7143746049
1396	0.7140798345
1397	0.7137274021
1398	0.7134970468
1399	0.7133672
1400	0.7131057336
1401	0.7128358717
1402	0.7125993413
1403	0.712309607
1404	0.712101749
1405	0.7118917409
1406	0.7117012544
1407	0.7115001959
1408	0.711402477
1409	0.7111355874
1410	0.7108552804
1411	0.7105989811
1412	0.7104149559
1413	0.7101764241
1414	0.7098652534
1415	0.7096265701
1416	0.7094504951
1417	0.7091825511
1418	0.7089353708
1419	0.7086549891
1420	0.7084681792
1421	0.7082105853
1422	0.7079967604
1423	0.7077156763
1424	0.7074257757
1425	0.7072382737
1426	0.7069685606
1427	0.7066598547
1428	0.7064704929
1429	0.7061252803
1430	0.705860283
1431	0.7055694455
1432	0.7053397428
1433	0.705170301
1434	0.7048405559
1435	0.7047078705
1436	0.7045113977
1437	0.7042709255
1438	0.7040853954
1439	0.7039342963
1440	0.7036449597
1441	0.7034797291
1442	0.7031687135
1443	0.7029081382
1444	0.7026790488
1445	0.702327244
1446	0.7020506552
1447	0.7017830887
1448	0.7016023476
1449	0.7012945117
1450	0.7010750667
1451	0.7008734023
1452	0.7006544987
1453	0.7003719397
1454	0.7001474166
1455	0.6998912679
1456	0.6996299526
1457	0.6993456262
1458	0.6991545674
1459	0.6988830623
1460	0.6986742166
1461	0.6983720628
1462	0.6981441265
1463	0.6979405666
1464	0.697692334
1465	0.6974872607
1466	0.697230262
1467	0.6969124619
1468	0.6966268614
1469	0.6964312423
1470	0.6961619714
1471	0.6958855156
1472	0.6955698557
1473	0.6953937605
1474	0.6952072733
1475	0.6949534666
1476	0.694759062
1477	0.6945600509
1478	0.6943960743
1479	0.6941103745
1480	0.6938619155
1481	0.6935897429
1482	0.6933603463
1483	0.693026263
1484	0.6928014659
1485	0.6926390447
1486	0.6925087472
1487	0.6922003341
1488	0.6919906531
1489	0.6917603895
1490	0.6914938823
1491	0.6912485409
1492	0.6909406618
1493	0.6907378548
1494	0.6904386744
1495	0.6902018509
1496	0.6899969423
1497	0.6898721602
1498	0.6896115098
1499	0.6894015967
1500	0.6892540821
1501	0.6890177057
1502	0.6887786114
1503	0.6884246084
1504	0.6881230861
1505	0.687874313
1506	0.6876931673
1507	0.6874119496
1508	0.6872376422
1509	0.6870085907
1510	0.6867712604
1511	0.6865096032
1512	0.6862760278
1513	0.6860322377
1514	0.6857741389
1515	0.6854416211
1516	0.685158074
1517	0.6848984951
1518	0.6846585942
1519	0.6844460908
1520	0.6842491682
1521	0.6842077539
1522	0.6840094677
1523	0.6837915727
1524	0.6835683596
1525	0.6833694248
1526	0.683089719
1527	0.6829318881
1528	0.6827821911
1529	0.6825120556
1530	0.6824031792
1531	0.6822177385
1532	0.6819865171
1533	0.68176589
1534	0.6814872976
1535	0.6812747779
1536	0.6810088317
1537	0.6807629582
1538	0.6806297664
1539	0.6804230639
1540	0.6802581823
1541	0.6800813074
1542	0.6799054319
1543	0.679739248
1544	0.6794472819
1545	0.679245549
1546	0.6790812757
1547	0.6788271032
1548	0.6786717458
1549	0.678439972
1550	0.6783114327
1551	0.6780830485
1552	0.6777817404
1553	0.6775492534
1554	0.6772301321
1555	0.6769759514
1556	0.6768107507
1557	0.6765405359
1558	0.6763314706
1559	0.6761042123
1560	0.6758066207
