iter	MultiClass
1561	0.6755423231
1562	0.6753438674
1563	0.6752514488
1564	0.6750078838
1565	0.674779696
1566	0.6745503319
1567	0.6743757632
1568	0.6741860139
1569	0.6739893519
1570	0.6737727552
1571	0.6735552042
1572	0.6733597565
1573	0.6731601716
1574	0.6729194926
1575	0.6726570675
1576	0.6723489203
1577	0.6720856104
1578	0.6718397682
1579	0.6716156874
1580	0.6714514052
1581	0.6712274895
1582	0.6709361247
1583	0.6707259832
1584	0.6705079618
1585	0.6702807481
1586	0.6700732455
1587	0.669874682
1588	0.6695848601
1589	0.6694520277
1590	0.669192228
1591	0.6689357342
1592	0.6687382219
1593	0.6685225092
1594	0.6682515267
1595	0.6679792846
1596	0.6678139643
1597	0.6676036534
1598	0.6673199088
1599	0.6670268677
1600	0.6668542952
1601	0.6666617422
1602	0.6664197023
1603	0.6661634589
1604	0.665954948
1605	0.6657279873
1606	0.665423925
1607	0.6651711528
1608	0.6650439824
1609	0.6647674649
1610	0.6645650354
1611	0.6644073665
1612	0.6641898258
1613	0.6640585773
1614	0.6638174585
1615	0.6636911941
1616	0.6634959992
1617	0.6632487096
1618	0.6630997539
1619	0.6629135543
1620	0.6626648249
1621	0.6624544815
1622	0.6622806843
1623	0.6620996382
1624	0.6618933684
1625	0.6617681475
1626	0.661528045
1627	0.6612877557
1628	0.6610664638
1629	0.6608496009
1630	0.6606838432
1631	0.6605222271
1632	0.6602796348
1633	0.6600514009
1634	0.6598583443
1635	0.6596011165
1636	0.659395781
1637	0.6592269233
1638	0.659010971
1639	0.6587980219
1640	0.6585299446
1641	0.6583812718
1642	0.6580671444
1643	0.6578752314
1644	0.6575770285
1645	0.6572704257
1646	0.6570040649
1647	0.6567178087
1648	0.6566138883
1649	0.6564120926
1650	0.6561361441
1651	0.6559314046
1652	0.6556541576
1653	0.6554292813
1654	0.6553018101
1655	0.6550825794
1656	0.6548541888
1657	0.6546219621
1658	0.6544244231
1659	0.6541520658
1660	0.6539547847
1661	0.6537833145
1662	0.6535475096
1663	0.6533119008
1664	0.6530980061
1665	0.6529037017
1666	0.6526945883
1667	0.652485864
1668	0.6523532748
1669	0.6521711081
1670	0.6519412534
1671	0.651681782
1672	0.6514333819
1673	0.6512007477
1674	0.6509788769
1675	0.6507744997
1676	0.6505846554
1677	0.6503942994
1678	0.6501680589
1679	0.6499652631
1680	0.6496830841
1681	0.6494707764
1682	0.649139456
1683	0.6489982228
1684	0.6487698776
1685	0.6485345909
1686	0.6483711934
1687	0.6481231336
1688	0.6479322614
1689	0.6476583729
1690	0.6474460224
1691	0.6471894782
1692	0.6469528167
1693	0.6466681789
1694	0.6464089215
1695	0.6461592956
1696	0.6458771237
1697	0.6457315707
1698	0.6455475741
1699	0.6452752063
1700	0.6449704952
1701	0.6447495245
1702	0.644544209
1703	0.6443861194
1704	0.6442572938
1705	0.6439749398
1706	0.6436880989
1707	0.6434935195
1708	0.6432741157
1709	0.6430832159
1710	0.6429249198
1711	0.642657716
1712	0.6424665582
1713	0.6422992322
1714	0.642026597
1715	0.6418134516
1716	0.6415659164
1717	0.6413877149
1718	0.6412662958
1719	0.6410436022
1720	0.6408191599
1721	0.640589332
1722	0.6403615981
1723	0.6401690128
1724	0.6399517174
1725	0.6397501776
1726	0.6394451531
1727	0.6391811021
1728	0.6389826998
1729	0.6388068049
1730	0.638566589
1731	0.638363875
1732	0.6381299746
1733	0.6378796135
1734	0.6376749331
1735	0.6374177839
1736	0.6373124678
1737	0.6370555684
1738	0.6368615021
1739	0.6366379391
1740	0.6364683558
1741	0.6362661673
1742	0.6360366857
1743	0.6358169305
1744	0.6357544345
1745	0.6355409636
1746	0.6352967669
1747	0.6350777817
1748	0.6348390379
1749	0.6346308511
1750	0.6344181915
1751	0.6342330427
1752	0.6340010342
1753	0.6337865154
1754	0.63357227
1755	0.6333739953
1756	0.6333025968
1757	0.6330973406
1758	0.6329407885
1759	0.6326995355
1760	0.632489153
1761	0.6323024971
1762	0.6321338969
1763	0.6319643501
1764	0.6317963149
1765	0.6316582476
1766	0.6313896149
1767	0.6311806644
1768	0.6310051146
1769	0.6307817206
1770	0.6305948609
1771	0.6304083183
1772	0.6301415696
1773	0.6299173408
1774	0.6297520726
1775	0.6294802662
1776	0.6293260749
1777	0.6291108149
1778	0.6288647777
1779	0.62857304
1780	0.6283368664
1781	0.6281896526
1782	0.6279666986
1783	0.6277971931
1784	0.6276835462
1785	0.6275276258
1786	0.6273875535
1787	0.6271895885
1788	0.626906993
1789	0.6266690976
1790	0.6263960015
1791	0.6262306496
1792	0.6261232022
1793	0.6259802642
1794	0.6257116457
1795	0.6255761482
1796	0.6254678902
1797	0.6252486633
1798	0.6250072642
1799	0.6247612806
1800	0.6245037568
1801	0.6243105506
1802	0.6241007656
1803	0.6240088377
1804	0.6237543274
1805	0.6235241607
1806	0.6233481592
1807	0.623191593
1808	0.6229981684
1809	0.6227816656
1810	0.6226077859
1811	0.6223813247
1812	0.6222725307
1813	0.622074758
1814	0.6218323934
1815	0.6217208568
1816	0.6214753107
1817	0.6212683353
1818	0.6209755376
1819	0.6208075658
1820	0.6205343703
1821	0.6203660392
1822	0.6201714826
1823	0.6199389489
1824	0.6196936539
1825	0.61942378
1826	0.6192015527
1827	0.6190458359
1828	0.6187843583
1829	0.6185912533
1830	0.6184140303
1831	0.6181463708
1832	0.617893255
1833	0.6177629771
1834	0.6175683318
1835	0.6174167387
1836	0.6171904286
1837	0.616976277
1838	0.616760823
1839	0.6165950157
1840	0.6164023252
1841	0.6162022941
1842	0.6160160122
1843	0.615850884
1844	0.6156721577
1845	0.6154676883
1846	0.6152546116
1847	0.6150477767
1848	0.6148904646
1849	0.6146831048
1850	0.6144536059
1851	0.6142940543
1852	0.6141283244
1853	0.6139060852
1854	0.6137015989
1855	0.6135425972
1856	0.613331365
1857	0.6130743745
1858	0.6128695427
1859	0.6127187364
1860	0.6125313609
1861	0.6123450709
1862	0.612118715
1863	0.6119560405
1864	0.6117902897
1865	0.6116630373
1866	0.6115072523
1867	0.6113044699
1868	0.6111329872
1869	0.6109450125
1870	0.6107101031
1871	0.6104722831
1872	0.6102040289
1873	0.6100535155
1874	0.6098319621
1875	0.6097172784
1876	0.6095488438
1877	0.609352452
1878	0.609157058
1879	0.6089977363
1880	0.6088657848
1881	0.6087038804
1882	0.6084683733
1883	0.608271776
1884	0.6081063538
1885	0.6078749097
1886	0.6076722841
1887	0.607453832
1888	0.6072057989
1889	0.6071216252
1890	0.6069618105
1891	0.6068360503
1892	0.6066165122
1893	0.6064185748
1894	0.6062882504
1895	0.6060962141
1896	0.6059265922
1897	0.6056685306
1898	0.6055080962
1899	0.6052932038
1900	0.605144334
1901	0.6049254437
1902	0.6047096973
1903	0.6045323654
1904	0.6043343207
1905	0.6041223633
1906	0.6038918886
1907	0.6037773569
1908	0.6035998147
1909	0.6034059745
1910	0.6032879625
1911	0.6031422559
1912	0.6029017549
1913	0.6027040072
1914	0.60251798
1915	0.60236991
1916	0.6022105492
1917	0.6020696471
1918	0.6018495529
1919	0.6017228387
1920	0.6014917139
1921	0.6012607984
1922	0.6010770378
1923	0.6009232478
1924	0.6007183033
1925	0.6005511832
1926	0.6003972976
1927	0.6002250267
1928	0.5999946021
1929	0.5997960255
1930	0.599621932
1931	0.5994398321
1932	0.5993032813
1933	0.5991977756
1934	0.5990829183
1935	0.5988979584
1936	0.5987414101
1937	0.5985120351
1938	0.5982992522
1939	0.5980815321
1940	0.5978770961
1941	0.5977524291
1942	0.5975654987
1943	0.5974217938
1944	0.5972098299
1945	0.5970616311
1946	0.5968761911
1947	0.5966374619
1948	0.5965569543
1949	0.5963454051
1950	0.5962495523
1951	0.5960530363
1952	0.5958784191
1953	0.5956737623
1954	0.5954637181
1955	0.5952987047
1956	0.5950804576
1957	0.5948810181
1958	0.5946114261
1959	0.5944770156
1960	0.5943428325
1961	0.5942277561
1962	0.5941586346
1963	0.5939943253
1964	0.5938281545
1965	0.5936612069
1966	0.5934136863
1967	0.5931650608
1968	0.5929562798
1969	0.5927768256
1970	0.592570645
1971	0.5923489059
1972	0.5921578905
1973	0.5919551427
1974	0.5917613645
1975	0.5916100346
1976	0.5913672824
1977	0.5911506603
1978	0.5908861315
1979	0.5907267836
1980	0.5905607673
1981	0.5903560981
1982	0.5901919504
1983	0.5899842028
1984	0.5898152939
1985	0.5896784187
1986	0.5894807693
1987	0.5893240289
1988	0.589140136
1989	0.5889410614
1990	0.5888475363
1991	0.5886558336
1992	0.5884794919
1993	0.5883816389
1994	0.5881928902
1995	0.5879905753
1996	0.5878273329
1997	0.5876414443
1998	0.5875297113
1999	0.5874605594
